VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Timor-Leste,2020,13.037127206,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Togo,2019,0.517006803,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Togo,2020,0.517006803,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Trinidad and Tobago,2019,0.434895833,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Trinidad and Tobago,2020,0.434895833,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tunisia,2019,63.553629469,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Tunisia,2020,58.72156013,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Turkmenistan,2019,66.035937816,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Turkmenistan,2020,65.090248334,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Türkiye,2019,25.647448015,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Türkiye,2020,25.647448015,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uganda,2019,0.430948419,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uganda,2020,0.430948419,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ukraine,2019,2.498858968,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Ukraine,2020,1.745207668,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Arab Emirates,2019,1585.586394,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Arab Emirates,2020,1544.064454667,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2019,0.804761905,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Kingdom of Great Britain and Northern Ireland,2020,0.804761905,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Republic of Tanzania,2019,4.811467747,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Republic of Tanzania,2020,4.811467747,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United States of America,2019,5.741283806,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United States of America,2020,5.741283806,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uruguay,2019,1.840882695,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uruguay,2020,1.840882695,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uzbekistan,2019,111.23388582,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uzbekistan,2020,111.23388582,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Venezuela (Bolivarian Republic of),2019,1.261132075,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Venezuela (Bolivarian Republic of),2020,1.261132075,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Viet Nam,2019,8.794055106,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Viet Nam,2020,8.794055106,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Western Asia,2019,42.924189594,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Western Asia,2020,42.911168979,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,World,2019,6.781451705,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,World,2020,6.755888853,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Yemen,2019,154.047619048,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Yemen,2020,154.047619048,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Zambia,2019,1.099236641,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Zambia,2020,1.099236641,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Zimbabwe,2019,15.205348255,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Zimbabwe,2020,15.205348255,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Afghanistan,2019,31.045461503,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Afghanistan,2020,31.045461503,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Albania,2019,3.745033113,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Albania,2020,2.602649007,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Algeria,2019,84.014742436,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Algeria,2020,84.014742436,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Angola,2019,0.475539084,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Angola,2020,0.475539084,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Antigua and Barbuda,2019,8.461538461,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Antigua and Barbuda,2020,8.461538461,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Argentina,2019,4.301332968,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Argentina,2020,4.301332968,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Armenia,2019,36.87733299,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Armenia,2020,36.426824559,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Australia,2019,2.140243902,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Australia,2020,1.756097561,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Austria,2019,4.491634492,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Austria,2020,4.491634492,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Azerbaijan,2019,36.308579668,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Azerbaijan,2020,36.308579668,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Bahrain,2019,133.706896552,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Bahrain,2020,133.706896552,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Bangladesh,2019,2.923314143,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Bangladesh,2020,2.923314143,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Barbados,2019,87.5,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Barbados,2020,87.5,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Belarus,2019,2.345423143,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Belarus,2020,2.293609672,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Belgium,2019,22.945355191,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Belgium,2020,22.945355191,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Belize,2019,0.464709671,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Belize,2020,0.464709671,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Benin,2019,0.492610837,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Benin,2020,0.492610837,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Bhutan,2019,0.433205128,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Bhutan,2020,0.433205128,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Bolivia (Plurinational State of),2019,0.363763066,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Bolivia (Plurinational State of),2020,0.363763066,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Bosnia and Herzegovina,2019,0.814666667,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Bosnia and Herzegovina,2020,0.803413333,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Botswana,2019,1.650326797,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Botswana,2020,1.800879085,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Brazil,2019,0.779923673,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Brazil,2020,0.777032497,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Brunei Darussalam,2019,1.082352941,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Brunei Darussalam,2020,1.082352941,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Bulgaria,2019,25.455399061,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Bulgaria,2020,23.830985916,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Burkina Faso,2019,6.059259259,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Burkina Faso,2020,6.059259259,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Burundi,2019,2.234365029,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Burundi,2020,2.234365029,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Cabo Verde,2019,8.433333333,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Cabo Verde,2020,8.433333333,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Cambodia,2019,0.458727158,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Cambodia,2020,0.458727158,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Cameroon,2019,0.384389899,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Cameroon,2020,0.384389899,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Canada,2019,1.249241902,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Canada,2020,1.249241902,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Central African Republic,2019,0.05141844,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Central African Republic,2020,0.05141844,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Chad,2019,1.924726477,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Chad,2020,1.924726477,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Chile,2019,3.831603579,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Chile,2020,3.831603579,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,China,2019,21.199766215,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,China,2020,20.015350924,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Colombia,2019,1.196392946,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Colombia,2020,1.23371482,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Comoros,2019,0.833333333,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Comoros,2020,0.833333333,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Congo,2019,0.005528846,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Congo,2020,0.005528846,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Costa Rica,2019,2.777106195,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Costa Rica,2020,2.775292035,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Croatia,2019,0.63507109,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Croatia,2020,0.630331754,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Cuba,2019,18.252885624,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Cuba,2020,18.252885624,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Cyprus,2019,29.615384615,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Cyprus,2020,35.256410256,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Czechia,2019,11.452471483,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Czechia,2020,10.3878327,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Côte d'Ivoire,2019,1.381031614,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Côte d'Ivoire,2020,1.381031614,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Democratic People's Republic of Korea,2019,11.222034997,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Democratic People's Republic of Korea,2020,11.222034997,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Democratic Republic of the Congo,2019,0.053281372,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Democratic Republic of the Congo,2020,0.053281372,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Denmark,2019,15.7599,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Denmark,2020,16.273833333,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Djibouti,2019,6.333333333,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Djibouti,2020,6.333333333,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Dominica,2019,10,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Dominica,2020,10,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Dominican Republic,2019,30.370212766,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Dominican Republic,2020,30.370212766,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Ecuador,2019,2.24136528,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Ecuador,2020,2.24136528,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Egypt,2019,134.782608696,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Egypt,2020,134.782608696,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,El Salvador,2019,1.481157214,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,El Salvador,2020,1.481157214,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Equatorial Guinea,2019,0.076153846,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Equatorial Guinea,2020,0.076153846,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Eritrea,2019,7.956254272,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Eritrea,2020,7.956254272,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Estonia,2019,7.859206622,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Estonia,2020,6.660567703,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Eswatini,2019,23.680709534,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Eswatini,2020,23.680709534,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Ethiopia,2019,8.645983607,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Ethiopia,2020,8.645983607,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Fiji,2019,0.29737303,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Fiji,2020,0.29737303,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Finland,2019,2.727272727,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Finland,2020,2.727272727,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,France,2019,12.451222583,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,France,2020,12.451222583,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Gabon,2019,0.083795181,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Gabon,2020,0.083795181,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Gambia,2019,1.27,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Gambia,2020,1.27,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Georgia,2019,2.482456971,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Georgia,2020,2.611274278,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Germany,2019,15.872077922,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Germany,2020,15.872077922,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Ghana,2019,2.577580071,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Ghana,2020,2.577580071,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Greece,2019,14.788011696,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Greece,2020,14.798245614,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Grenada,2019,7.05,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Grenada,2020,7.05,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Guatemala,2019,2.598780393,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Guatemala,2020,2.598780393,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Guinea,2019,0.39380531,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Guinea,2020,0.39380531,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Guinea-Bissau,2019,0.557324841,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Guinea-Bissau,2020,0.557324841,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Guyana,2019,0.533099631,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Guyana,2020,0.533099631,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Haiti,2019,10.340892883,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Haiti,2020,10.340892883,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Honduras,2019,1.743630919,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Honduras,2020,1.743630919,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Hungary,2019,4.291418269,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Hungary,2020,4.492884615,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Iceland,2019,0.170588235,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Iceland,2020,0.170588235,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,India,2019,33.884557015,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,India,2020,33.884557015,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Indonesia,2019,11.028632288,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Indonesia,2020,11.028632288,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Iran (Islamic Republic of),2019,67.824437229,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Iran (Islamic Republic of),2020,67.824437229,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Iraq,2019,63.002448253,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Iraq,2020,63.002448253,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Ireland,2019,2.953269231,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Ireland,2020,2.963076923,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Israel,2019,65.393258427,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Israel,2020,71.685393258,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Italy,2019,17.692106639,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Italy,2020,17.587558808,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Jamaica,2019,12.473436201,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Jamaica,2020,12.473436201,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Japan,2019,18.23255814,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Japan,2020,18.23255814,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Jordan,2019,100.516542156,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Jordan,2020,100.516542156,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Kazakhstan,2019,21.691725855,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Kazakhstan,2020,22.677797251,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Kenya,2019,13.133550489,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Kenya,2020,13.133550489,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Kuwait,2019,3850.5,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Kuwait,2020,3850.5,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Kyrgyzstan,2019,32.631890931,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Kyrgyzstan,2020,32.631890931,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Lao People's Democratic Republic,2019,2.203898051,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Lao People's Democratic Republic,2020,2.203898051,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Latvia,2019,0.511244991,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Latvia,2020,0.518634803,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Lebanon,2019,40.239840107,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Lebanon,2020,40.239840107,%,I,False
